experiment,model,param_count,prompt,prompt_example,test_count,first_micro_avg,first_micro_std,first_micro_tt,any_micro_avg,any_micro_std,any_micro_tt,reason,comments
Multiplication,google/flan-t5-small,80000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.19519999999999998,0.010399999999999998,,0.19519999999999998,0.010399999999999998,,Multiplication requires multiplying two values at some digits place.,
Multiplication,google/flan-t5-small,80000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,9.6e-05,7.999999999999998e-06,,9.6e-05,7.999999999999998e-06,,Summation is done after carrying occurs.,
Multiplication,google/flan-t5-base,248000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.16044444444444445,0.03391783827260251,,0.16044444444444445,0.03391783827260251,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,google/flan-t5-base,248000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.0010909090909090907,0.0003636363636363636,,0.0010909090909090907,0.0003636363636363636,,The digits needs to be concatenated to the final answer.,
Multiplication,google/flan-t5-base,248000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.00792,0.0005658025666066724,,0.00792,0.0005658025666066724,,Multiplication is the compositional task.,
Multiplication,google/flan-t5-base,248000000,Multiply + carry,"Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.008086153846153845,0.0009387691803444003,0.9963264902296545,0.008086153846153845,0.0009387691803444003,0.9963264902296545,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,google/flan-t5-base,248000000,Multiply + concatenate,"Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.013187692307692308,0.0009879942026037895,0.9127449515098629,0.013187692307692308,0.0009879942026037895,0.9127449515098629,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,google/flan-t5-base,248000000,Multiply + multiply with 1 digit,"Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.007843076923076923,0.0007120534518863,0.9983154354482393,0.007843076923076923,0.0007120534518863,0.9983154354482393,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,google/flan-t5-base,248000000,Multiply + sum,"Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.007378461538461538,0.0006823974444481379,0.987536872099011,0.007381538461538462,0.0006864642278332314,0.9876082673371307,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,google/flan-t5-base,248000000,Multiply + exponentiate,"Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.007446153846153845,0.0004773695180934091,0.9893805422698375,0.0074861538461538455,0.0005068617915562829,0.9902796004480685,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-base,248000000,Multiply + subtract,"Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.007556923076923077,0.0007174840987455138,0.9918809118433118,0.007556923076923077,0.0007174840987455138,0.9918809118433118,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-base,248000000,Multiply + reverse,"Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.008652307692307692,0.0006300258283425356,0.9848721451009753,0.008652307692307692,0.0006300258283425356,0.9848721451009753,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-base,248000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.10719999999999999,0.007858753081755399,,0.10719999999999999,0.007858753081755399,,Multiplication requires multiplying two values at some digits place.,
Multiplication,google/flan-t5-base,248000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,0.0005160000000000001,0.0001410815367083872,,0.0005160000000000001,0.0001410815367083872,,Summation is done after carrying occurs.,
Multiplication,google/flan-t5-large,780000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.248,0.052972855848916846,,0.248,0.052972855848916846,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,google/flan-t5-large,780000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.2643272727272727,0.025727214905171127,,0.2643272727272727,0.025727214905171127,,The digits needs to be concatenated to the final answer.,
Multiplication,google/flan-t5-large,780000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.012270769230769231,0.0015542147316097161,,0.012270769230769231,0.0015542147316097161,,Multiplication is the compositional task.,
Multiplication,google/flan-t5-large,780000000,Multiply + carry,"Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.013184615384615383,0.0010272961005019486,0.9850895212600483,0.013184615384615383,0.0010272961005019486,0.9850895212600483,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,google/flan-t5-large,780000000,Multiply + concatenate,"Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.014347692307692306,0.0011842197141413192,0.967540058152766,0.014347692307692306,0.0011842197141413192,0.967540058152766,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,google/flan-t5-large,780000000,Multiply + multiply with 1 digit,"Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.012852307692307694,0.0012068679204928735,0.990356555627059,0.012852307692307694,0.0012068679204928735,0.990356555627059,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,google/flan-t5-large,780000000,Multiply + sum,"Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.011673846153846154,0.0006974781284348426,0.9897245260144582,0.011673846153846154,0.0006974781284348426,0.9897245260144582,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,google/flan-t5-large,780000000,Multiply + exponentiate,"Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.011812307692307691,0.0012204335246811604,0.9921247176673182,0.011812307692307691,0.0012204335246811604,0.9921247176673182,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-large,780000000,Multiply + subtract,"Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.012323076923076923,0.0009112576652870354,0.9991189639702038,0.012323076923076923,0.0009112576652870354,0.9991189639702038,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-large,780000000,Multiply + reverse,"Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.01570153846153846,0.0010343496942237802,0.9489792223735276,0.01570153846153846,0.0010343496942237802,0.9489792223735276,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-large,780000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.1976,0.014934523762075576,,0.1976,0.014934523762075576,,Multiplication requires multiplying two values at some digits place.,
Multiplication,google/flan-t5-large,780000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,0.004344,0.0002775319801392265,,0.004344,0.0002775319801392265,,Summation is done after carrying occurs.,
Multiplication,google/flan-t5-xl,3000000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.6493333333333333,0.08548366387868186,,0.6493333333333333,0.08548366387868186,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,google/flan-t5-xl,3000000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.8307636363636363,0.0063312422240168285,,0.8307636363636363,0.0063312422240168285,,The digits needs to be concatenated to the final answer.,
Multiplication,google/flan-t5-xl,3000000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.035741538461538463,0.0021665427972481183,,0.03593846153846154,0.0022396111243172755,,Multiplication is the compositional task.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + carry,"Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.038987692307692313,0.0015470039760049586,0.9686532318633165,0.039196923076923074,0.0016055642890867167,0.9685939088804246,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + concatenate,"Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.04203692307692307,0.0018995508656322584,0.9414411350512132,0.04230461538461539,0.0019301506824092097,0.9409420832604928,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + multiply with 1 digit,"Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.03801538461538462,0.0009265064496178279,0.9776051593738361,0.03824,0.0009153316080321507,0.9773813921095986,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + sum,"Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.03963076923076923,0.0014836066720652237,0.9626456531398639,0.04004,0.0013797727280480236,0.9607687622517502,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + exponentiate,"Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.037160000000000006,0.0017978975229302088,0.9859413287759826,0.03735692307692308,0.0017806693774961883,0.9859683492853182,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + subtract,"Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.03887076923076923,0.0008762804663013454,0.9697046333713888,0.03912307692307692,0.0008413570328966976,0.969253510176131,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-xl,3000000000,Multiply + reverse,"Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.02545846153846154,0.0023473999213028326,0.8758715779602199,0.025630769230769228,0.0023834339505112586,0.8759608487612189,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-xl,3000000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.45120000000000005,0.02767236889028477,,0.45120000000000005,0.02767236889028477,,Multiplication requires multiplying two values at some digits place.,
Multiplication,google/flan-t5-xl,3000000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,0.067884,0.0022194557891519282,,0.067884,0.0022194557891519282,,Summation is done after carrying occurs.,
Multiplication,google/flan-t5-xxl,11000000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.9466666666666667,0.017777777777777767,,0.9466666666666667,0.017777777777777767,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,google/flan-t5-xxl,11000000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.7388727272727273,0.02178767564283432,,0.7388727272727273,0.02178767564283432,,The digits needs to be concatenated to the final answer.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.0889876923076923,0.005030438944697706,,0.08911076923076924,0.00495290387598364,,Multiplication is the compositional task.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + carry,"Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09095692307692307,0.0035860135932709795,0.9873738462456028,0.09101846153846155,0.0035622531265026795,0.9877713856363045,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + concatenate,"Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09446461538461538,0.0033360345662506175,0.9655669164219336,0.09453846153846154,0.0032813765332041223,0.9658853256410473,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + multiply with 1 digit,"Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09078153846153846,0.003053331093941628,0.9885172883379956,0.09084,0.0030288021730628615,0.9889332839256716,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + sum,"Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09136000000000001,0.003406705535198237,0.9848110471849887,0.09147384615384616,0.0033947038458727766,0.984877809291451,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + exponentiate,"Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09171076923076923,0.0037628819372088683,0.9826016143392667,0.09178461538461538,0.003734198265543828,0.9829219612651681,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + subtract,"Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09207692307692308,0.0037436937112363088,0.9803151021193435,0.09217230769230769,0.0036965027450792842,0.9804983253086936,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply + reverse,"Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.09431692307692308,0.0030876520636678277,0.9663602203720878,0.09437846153846155,0.0030660824415631,0.9667562720931675,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,google/flan-t5-xxl,11000000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.9380000000000001,0.007483314773547842,,0.9380000000000001,0.007483314773547842,,Multiplication requires multiplying two values at some digits place.,
Multiplication,google/flan-t5-xxl,11000000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,0.650068,0.001426581928947645,,0.650068,0.001426581928947645,,Summation is done after carrying occurs.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Carry,"[INST] Q: Carry the digit from the tens place.
27 // 10 = [\INST]
A: 2

[INST] Q: Carry the digit from the tens place.
44 // 10 = [\INST]
A: ",90.0,0.5466666666666666,0.12300757780531596,,0.5466666666666666,0.12300757780531596,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Concatenate,"[INST] Q: Concatenate the numbers.
1 & 7 & 5 = [\INST]
A: 175

[INST] Q: Concatenate the numbers.
2 & 3 & 3 = [\INST]
A: ",1100.0,0.6194909090909091,0.3459548415569498,,0.6194909090909091,0.3459548415569498,,The digits needs to be concatenated to the final answer.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply,"[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.29740923076923076,0.007673741286064044,,0.29742461538461534,0.007682409631845949,,Multiplication is the compositional task.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + carry,"[INST] Q: Carry the digit from the tens place.
40 // 10 = [\INST]
A: 4

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.28019076923076924,0.005388179919066988,0.9263658261000107,0.2802061538461539,0.005392333808781273,0.9263642884548375,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + concatenate,"[INST] Q: Concatenate the numbers.
3 & 8 & 7 = [\INST]
A: 387

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.2942738461538461,0.00690441518974822,0.986753139904899,0.2942984615384615,0.006906466226634629,0.9867916539620719,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + multiply with 1 digit,"[INST] Q: Multiply two numbers.
3 * 0 = [\INST]
A: 0

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.2928246153846154,0.004958932887690189,0.9807156253844246,0.29284923076923086,0.004942484821728622,0.9807537399908903,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + sum,"[INST] Q: Add two numbers.
38 + 98 = [\INST]
A: 136

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.2930707692307692,0.008074063083389689,0.9816820135576665,0.29316615384615385,0.008007826940418513,0.9820189202246727,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + exponentiate,"[INST] Q: Exponentiate the number.
3**0 = [\INST]
A: 1

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.2914246153846154,0.0035901456185132813,0.9746403586294529,0.2914523076923077,0.00360420004829999,0.9746914739687675,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + subtract,"[INST] Q: Subtract two numbers.
38 - 98 = [\INST]
A: -60

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.2915076923076923,0.004200152152780775,0.9751324983013016,0.29160615384615385,0.004154491118019651,0.9754841809324173,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply + reverse,"[INST] Q: Reverse the string.
The reverse of gtpdvl is [\INST]
A: lvdptg

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.29135692307692307,0.006711159301610825,0.974476362499376,0.29135999999999995,0.0067095170418526515,0.9744243572475636,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Multiply 1-digit,"[INST] Q: Multiply two numbers.
4 * 9 = [\INST]
A: 36

[INST] Q: Multiply two numbers.
9 * 0 = [\INST]
A: ",100.0,0.998,0.0040000000000000036,,0.998,0.0040000000000000036,,Multiplication requires multiplying two values at some digits place.,
